"GUID","synth1","synth3","synth4","synth2","synth round 1 age","synth round 2 age","synth round 3 age","synth round 4 age"
135125771,1983,395,,,"35-44","45-54","45-54","55-64"
-1703275087,,4102,,,"35-44","45-54","45-54","55-64"
-2075109019,5850,,,,"25-34","25-34","25-34","35-44"
194664987,,9610,,,"16-24","16-24","25-34","25-34"
2084666017,426,,16525,1083,"35-44","35-44","45-54","45-54"
1443736962,,,10371,,"0-15","16-24","16-24","25-34"
-91318123,4979,2832,,2832,"35-44","35-44","45-54","45-54"
-1211715450,,,,4709,"45-54","45-54","55-64","55-64"
1089922498,,9338,10372,,"16-24","16-24","25-34","25-34"
1489024252,,6891,6891,6011,"16-24","25-34","25-34","35-44"
1683864016,1343,,,,"45-54","45-54","55-64","55-64"
-759467945,,8437,,,"0-15","16-24","16-24","25-34"
-168711817,5642,,,,"25-34","35-44","35-44","35-44"
-1367559516,,,,4680,"35-44","45-54","45-54","55-64"
1289781176,,,13169,,"0-15","16-24","16-24","25-34"
1716074992,,,,4468,"16-24","25-34","25-34","35-44"
-1833000671,4359,,,,"35-44","35-44","45-54","45-54"
459003782,5641,,,3101,"16-24","25-34","25-34","35-44"
882716717,,,,4924,"25-34","35-44","35-44","45-54"
44572337,,,16368,,"25-34","35-44","35-44","45-54"
-1828188679,90,,,,"25-34","25-34","35-44","35-44"
985141252,6324,,,3342,"16-24","25-34","25-34","25-34"
-321364892,,7122,,,"16-24","16-24","25-34","25-34"
-1360345844,,6718,,,"25-34","25-34","35-44","35-44"
-1497110341,"19,2380",,,,"35-44","35-44","45-54","45-54"
-1697502557,,,16428,,"0-15","16-24","16-24","25-34"
-1605097706,167,,,,"25-34","25-34","35-44","35-44"
344881133,5461,,,,"25-34","35-44","35-44","45-54"
-1322104863,5293,,,,"45-54","45-54","55-64","55-64"
-1025071086,,8762,,,"16-24","16-24","25-34","25-34"
-1226626048,,4826,,,"35-44","45-54","45-54","55-64"
-95756940,,3234,,,"25-34","25-34","35-44","35-44"
-1180689075,1174,,,,"25-34","35-44","35-44","45-54"
1254835923,2167,,,,"25-34","25-34","35-44","35-44"
1047869404,,,11433,,"0-15","16-24","16-24","16-24"
239956488,1749,,,,"45-54","45-54","55-64","55-64"
1996024178,,,10321,,"0-15","16-24","16-24","25-34"
-1401749477,6399,,,,"16-24","25-34","25-34","35-44"
81420764,,4679,,4679,"16-24","25-34","25-34","35-44"
525028380,,3550,3550,3550,"25-34","25-34","35-44","35-44"
1035707713,,,16317,,"0-15","0-15","16-24","16-24"
796795137,2689,,,,"55-64","55-64","65-74","65-74"
-1144046377,,4202,,,"25-34","35-44","35-44","45-54"
531556079,3101,,,,"55-64","65-74","65-74","75-84"
-174225609,,,,3529,"35-44","35-44","35-44","45-54"
88888182,523,,,,"35-44","35-44","45-54","45-54"
-1829740954,1268,,,1308,"25-34","25-34","25-34","35-44"
1050057430,137,,,,"35-44","35-44","45-54","45-54"
-25364083,3109,,,,"35-44","35-44","45-54","45-54"
777186456,5756,,,,"35-44","35-44","45-54","45-54"
-2027799372,2168,,,,"25-34","25-34","35-44","35-44"
-2118156291,,,3849,3849,"35-44","45-54","45-54","45-54"
-89214878,,,13114,,"16-24","25-34","25-34","35-44"
-98669177,,,,3953,"35-44","45-54","45-54","55-64"
125407373,,8753,,,"16-24","16-24","25-34","25-34"
1676662085,,275,,275,"45-54","55-64","55-64","65-74"
-1989530664,,,,5341,"16-24","25-34","25-34","35-44"
-647358995,,,,4118,"0-15","0-15","16-24","16-24"
1498961370,1574,,,,"35-44","45-54","45-54","45-54"
381400069,2847,1946,,,"25-34","35-44","35-44","45-54"
360677878,,,16372,,"25-34","25-34","35-44","35-44"
-734932105,,3815,,3815,"16-24","25-34","25-34","25-34"
1816617424,,,,3871,"25-34","25-34","35-44","35-44"
-1205771641,584,,,,"55-64","55-64","65-74","65-74"
1475935856,,,14193,,"25-34","25-34","25-34","35-44"
800333566,,5905,,,"16-24","16-24","25-34","25-34"
-749979464,488,,,,"25-34","35-44","35-44","45-54"
-164041480,,7684,7684,,"16-24","25-34","25-34","25-34"
-1142187846,,7894,7894,,"45-54","45-54","55-64","55-64"
-281221498,407,,,,"55-64","55-64","65-74","65-74"
-811215716,,8752,,,"25-34","35-44","35-44","35-44"
632801007,,4374,4374,4374,"25-34","35-44","35-44","45-54"
230980672,,6687,,,"25-34","25-34","35-44","35-44"
1708932261,,,7651,,"35-44","35-44","45-54","45-54"
399127042,,,,4282,"35-44","35-44","45-54","45-54"
421971289,,6746,,,"25-34","25-34","35-44","35-44"
606530895,,,,5558,"55-64","55-64","65-74","65-74"
-175955612,,5266,5266,5266,"25-34","35-44","35-44","45-54"
-1293561673,,6659,6659,,"35-44","35-44","45-54","45-54"
941030742,5539,,,,"25-34","25-34","25-34","35-44"
1864491582,,,,6057,"45-54","45-54","55-64","55-64"
-347823794,645,,,,"25-34","35-44","35-44","45-54"
1262084428,,5231,5231,5231,"45-54","45-54","55-64","55-64"
-887022300,1365,,,,"25-34","35-44","35-44","45-54"
1659107106,,8609,,,"16-24","16-24","25-34","25-34"
274683964,"2200,5551",,,,"25-34","35-44","35-44","45-54"
1090617247,2640,,,,"25-34","25-34","35-44","35-44"
-2064582553,4348,,,,"25-34","35-44","35-44","35-44"
-1564028486,,,,4964,"25-34","35-44","35-44","45-54"
426921431,,9396,,4754,"45-54","45-54","55-64","55-64"
-380514854,,7196,7196,,"25-34","25-34","35-44","35-44"
117512142,,9563,3973,,"35-44","45-54","45-54","55-64"
-1383211571,,8583,,,"0-15","16-24","16-24","25-34"
-62444018,,6086,,,"25-34","35-44","35-44","45-54"
1877177334,5430,,,,"25-34","35-44","35-44","45-54"
-796788227,,7537,,,"16-24","25-34","25-34","25-34"
1734575273,,,11539,,"35-44","35-44","35-44","45-54"
-650086575,,6679,,,"16-24","16-24","25-34","25-34"
-129634751,6439,,,,"35-44","45-54","45-54","45-54"
-953643036,,,,5230,"25-34","25-34","35-44","35-44"
-793964057,,,15231,,"16-24","16-24","25-34","25-34"
1737997890,,,15214,,"0-15","16-24","16-24","25-34"
-1769098414,,8531,,,"45-54","45-54","55-64","55-64"
1006427990,5465,,,3002,"25-34","25-34","35-44","35-44"
803168409,5865,,,,"25-34","25-34","35-44","35-44"
-1224602892,,7730,,,"16-24","25-34","25-34","25-34"
-1872944816,,9283,,,"16-24","16-24","25-34","25-34"
918193884,,3462,3462,,"16-24","25-34","25-34","25-34"
197576809,,7792,,,"16-24","16-24","25-34","25-34"
-1236540375,2352,,,,"25-34","35-44","35-44","45-54"
1514420070,287,,,,"25-34","25-34","35-44","35-44"
2036156033,3172,,,,"16-24","25-34","25-34","35-44"
-113188610,2113,,,,"45-54","45-54","55-64","55-64"
-2040034486,919,,,,"35-44","35-44","45-54","45-54"
-1571773879,1567,1459,,1459,"25-34","35-44","35-44","35-44"
-320159876,,,16555,,"25-34","25-34","35-44","35-44"
-1902527580,,,,6269,"35-44","35-44","45-54","45-54"
1024821995,,,,3525,"25-34","35-44","35-44","45-54"
-112895808,,9708,,,"35-44","45-54","45-54","45-54"
1134034925,,,3488,,"16-24","25-34","25-34","35-44"
-30290241,3964,,,,"25-34","25-34","35-44","35-44"
-1468992237,,8605,8605,,"16-24","16-24","25-34","25-34"
-1569973423,,4934,,4934,"16-24","25-34","25-34","35-44"
1576984256,,,10234,,"0-15","16-24","16-24","16-24"
657941043,,,16410,,"16-24","16-24","25-34","25-34"
572072489,,,11438,,"25-34","25-34","25-34","35-44"
1323267532,,9160,,,"45-54","45-54","55-64","55-64"
-592685559,,4128,,,"25-34","25-34","35-44","35-44"
-652025083,,,16717,,"25-34","25-34","35-44","35-44"
11373862,4457,,,2651,"25-34","35-44","35-44","45-54"
-1590478690,6260,,,,"25-34","25-34","35-44","35-44"
216760,447,,,,"25-34","25-34","35-44","35-44"
-2045397708,,,16405,,"0-15","16-24","16-24","25-34"
-2026387269,2303,,,,"16-24","25-34","25-34","25-34"
1688338164,5982,,,3280,"55-64","55-64","65-74","65-74"
-1346959351,2995,,,,"25-34","25-34","35-44","35-44"
-853917413,2822,,,,"25-34","25-34","35-44","35-44"
1879778204,,,,4914,"35-44","45-54","45-54","55-64"
450542539,,,12584,,"0-15","16-24","16-24","16-24"
1261993052,1682,,,1500,"35-44","45-54","45-54","55-64"
-1693381721,,,10237,,"25-34","25-34","35-44","35-44"
1415970275,,,16261,,"45-54","45-54","55-64","55-64"
326759793,,6187,,6187,"45-54","55-64","55-64","55-64"
1659126737,2098,,,,"25-34","25-34","35-44","35-44"
-317326154,4962,,,,"35-44","35-44","45-54","45-54"
-1517279375,,8834,,,"16-24","25-34","25-34","35-44"
1335367425,414,,,,"45-54","45-54","55-64","55-64"
-2110101880,,6268,,6268,"16-24","25-34","25-34","35-44"
2079753069,,,10334,,"16-24","16-24","25-34","25-34"
1613305734,,7826,,,"35-44","45-54","45-54","55-64"
1137467714,2156,,,,"25-34","25-34","35-44","35-44"
839278319,,,,3700,"16-24","25-34","25-34","35-44"
-2018488645,,,,5912,"16-24","25-34","25-34","35-44"
1772055981,,9523,,,"0-15","16-24","16-24","25-34"
344700104,,8798,,,"35-44","35-44","45-54","45-54"
402238253,,,,"4550,5694","25-34","35-44","35-44","45-54"
2060164793,4218,,,,"25-34","35-44","35-44","35-44"
-684314351,3859,,,,"35-44","35-44","45-54","45-54"
-1920436693,2308,,,,"45-54","55-64","55-64","55-64"
535934040,,,12706,,"16-24","16-24","25-34","25-34"
1597581204,3796,2347,,,"25-34","25-34","35-44","35-44"
1431853362,2799,,,1912,"25-34","25-34","35-44","35-44"
1902769449,,,,5224,"16-24","16-24","25-34","25-34"
994426199,,9407,,,"35-44","35-44","45-54","45-54"
-1275387938,,,,5586,"25-34","35-44","35-44","45-54"
42891464,"5682,5680",,,,"25-34","25-34","35-44","35-44"
-925913338,4298,5320,,5320,"25-34","35-44","35-44","45-54"
-1106807400,,7598,,,"16-24","25-34","25-34","25-34"
1070041990,,713,,,"35-44","45-54","45-54","45-54"
1038973842,4055,,,,"25-34","25-34","35-44","35-44"
-1648891703,,,,5637,"35-44","45-54","45-54","45-54"
196441177,,6369,,,"25-34","35-44","35-44","35-44"
-614163672,6537,3457,,3457,"25-34","25-34","35-44","35-44"
-934438263,4354,,,,"25-34","25-34","35-44","35-44"
-226679776,3131,,,,"25-34","25-34","35-44","35-44"
1459214143,6500,,,,"25-34","35-44","35-44","45-54"
-102996616,2114,1621,,,"35-44","45-54","45-54","45-54"
1378046249,1242,,,,"35-44","45-54","45-54","55-64"
-22487448,2982,,,,"35-44","35-44","45-54","45-54"
1967494927,,7097,,,"16-24","25-34","25-34","35-44"
-98786084,2039,,,,"25-34","25-34","25-34","35-44"
468711649,5686,,,,"35-44","45-54","45-54","55-64"
1511143873,,4103,,4103,"25-34","25-34","35-44","35-44"
-2052455158,3778,,,,"35-44","35-44","45-54","45-54"
1973629661,3302,,,,"25-34","35-44","35-44","45-54"
-887603200,1161,,,,"35-44","35-44","45-54","45-54"
-2137410137,268,,,,"35-44","45-54","45-54","55-64"
-894652672,4084,,,,"25-34","25-34","35-44","35-44"
870632780,,,10268,,"0-15","16-24","16-24","25-34"
744817909,6446,,,,"25-34","25-34","35-44","35-44"
327071775,3611,,,,"35-44","45-54","45-54","45-54"
-283961333,4994,,,,"25-34","35-44","35-44","45-54"
332290081,,,10188,,"45-54","55-64","55-64","65-74"
-2112632447,2994,,,,"45-54","45-54","55-64","55-64"
346666964,1338,5525,,,"45-54","45-54","55-64","55-64"
-252725173,,,,3957,"45-54","45-54","55-64","55-64"
-1121372006,5264,,,,"25-34","25-34","35-44","35-44"
-1643309141,4888,,,,"35-44","35-44","45-54","45-54"
406029152,,6329,,"5455,6329","16-24","25-34","25-34","25-34"
13276096,516,,,,"35-44","45-54","45-54","45-54"
-87532044,3501,,,,"25-34","25-34","35-44","35-44"
-1481300992,271,,,,"45-54","45-54","55-64","55-64"
446392492,5963,,,,"55-64","55-64","65-74","65-74"
2145154376,790,6040,,6040,"25-34","35-44","35-44","35-44"
1139815759,1569,,,,"55-64","55-64","65-74","65-74"
-389202347,2828,,,,"25-34","25-34","35-44","35-44"
-76866619,3558,,,,"25-34","25-34","35-44","35-44"
27758807,3759,,,,"25-34","35-44","35-44","45-54"
-2049127402,,7166,,,"25-34","35-44","35-44","35-44"
1170264181,2165,,,,"35-44","35-44","45-54","45-54"
-1785227433,5615,,,,"25-34","25-34","35-44","35-44"
1860117425,,,3666,3666,"16-24","25-34","25-34","35-44"
-954225968,3296,,,,"35-44","35-44","45-54","45-54"
-1547336433,6476,,,,"25-34","25-34","35-44","35-44"
529999581,,6358,,,"25-34","35-44","35-44","35-44"
1975651674,123,,,,"55-64","65-74","65-74","75-84"
-1602223513,4390,2610,,,"35-44","45-54","45-54","55-64"
-400628253,,619,,,"35-44","45-54","45-54","45-54"
-1475571265,465,,,,"25-34","35-44","35-44","45-54"
-67187466,,,,4080,"45-54","45-54","55-64","55-64"
-175312818,5510,,,,"25-34","25-34","35-44","35-44"
-993411548,,,16431,,"16-24","16-24","25-34","25-34"
-456550221,,4882,,,"45-54","55-64","55-64","55-64"
-12506749,,8577,,,"25-34","25-34","35-44","35-44"
-713269299,,8777,,,"16-24","25-34","25-34","25-34"
1825993617,,7859,,,"16-24","16-24","25-34","25-34"
-1541590896,382,,,,"45-54","45-54","55-64","55-64"
388543621,608,,,,"25-34","35-44","35-44","45-54"
1864853174,,7070,,,"16-24","25-34","25-34","35-44"
1084187558,,6588,6588,,"25-34","25-34","35-44","35-44"
1333998578,,8058,,,"16-24","16-24","25-34","25-34"
946426711,1456,,,,"35-44","35-44","45-54","45-54"
351372203,3657,2282,,2282,"16-24","25-34","25-34","35-44"
1267184224,,,,4712,"25-34","35-44","35-44","45-54"
-584719340,1276,,,,"35-44","45-54","45-54","45-54"
451107678,,,16681,,"0-15","16-24","16-24","25-34"
-228232611,,7646,,,"16-24","25-34","25-34","35-44"
1280536262,296,,,,"25-34","25-34","35-44","35-44"
1818476688,3613,2256,,2256,"25-34","25-34","35-44","35-44"
-1278232591,4285,2555,,2555,"25-34","35-44","35-44","45-54"
1838341204,,3301,,3301,"35-44","35-44","35-44","45-54"
-626106503,2181,,,,"55-64","65-74","65-74","65-74"
2051735577,,7290,,,"25-34","35-44","35-44","45-54"
-65619217,,,16274,,"0-15","16-24","25-34","25-34"
990960781,2781,,,,"25-34","25-34","35-44","35-44"
783193371,4831,,,,"35-44","35-44","45-54","45-54"
-1987222469,,,,3879,"16-24","25-34","25-34","35-44"
1306673279,728,,,,"25-34","25-34","35-44","35-44"
423236516,,,11538,,"0-15","16-24","16-24","25-34"
2088203352,263,,,1002,"35-44","35-44","35-44","45-54"
-605194886,,9320,,,"25-34","35-44","35-44","35-44"
-1785692272,,,,3640,"45-54","45-54","55-64","55-64"
5345565,743,7771,7771,,"25-34","25-34","35-44","35-44"
74466692,2942,,,,"25-34","35-44","35-44","45-54"
-1608937208,,,,3590,"25-34","25-34","25-34","35-44"
-116732816,741,,,,"35-44","35-44","45-54","45-54"
-1135310563,,,,5988,"25-34","25-34","35-44","35-44"
1321455093,,7661,,,"16-24","25-34","25-34","35-44"
66615446,,8377,,,"25-34","35-44","35-44","35-44"
347151669,,,11486,,"16-24","16-24","25-34","25-34"
1491706023,,6582,,,"16-24","16-24","25-34","25-34"
-958907650,,72,,3878,"25-34","25-34","35-44","35-44"
-1271662088,4185,,,,"25-34","25-34","25-34","35-44"
212360534,,6159,,6159,"16-24","25-34","25-34","25-34"
65793513,,,,5460,"16-24","25-34","25-34","35-44"
1359779062,,7698,7698,,"25-34","35-44","35-44","45-54"
1905766286,,7717,,,"35-44","45-54","45-54","55-64"
-1869684617,,,16487,,"0-15","16-24","16-24","25-34"
121010143,2795,,,,"25-34","35-44","35-44","45-54"
-1745453491,,7790,,,"0-15","16-24","16-24","25-34"
693966061,560,,,,"35-44","35-44","35-44","45-54"
-838122861,,9449,,,"16-24","25-34","25-34","25-34"
244126629,128,934,,,"25-34","25-34","35-44","35-44"
683886725,2175,,,1657,"25-34","35-44","35-44","45-54"
400539961,1805,,,,"25-34","25-34","35-44","35-44"
-1013708246,,,,4675,"25-34","25-34","35-44","35-44"
1276675422,,7666,,,"16-24","16-24","25-34","25-34"
-242044572,,,8594,,"25-34","25-34","35-44","35-44"
1826796642,2625,,,,"25-34","25-34","35-44","35-44"
-1574472087,,7863,,,"16-24","16-24","25-34","25-34"
-51855730,600,,,,"35-44","45-54","45-54","55-64"
573434812,2483,,,,"16-24","25-34","25-34","35-44"
1963369442,282,1014,,1014,"35-44","35-44","45-54","45-54"
-535006201,,,,3568,"25-34","25-34","35-44","35-44"
1665787339,,6073,,6073,"45-54","45-54","55-64","55-64"
1322905748,5103,2896,,2896,"25-34","35-44","35-44","35-44"
-1892722432,1606,,,,"25-34","35-44","35-44","35-44"
871953607,,"6861,8631",,,"25-34","35-44","35-44","45-54"
-179811344,,,12566,,"16-24","25-34","25-34","25-34"
998861411,6154,,,,"35-44","35-44","35-44","45-54"
395076417,,6077,,,"16-24","25-34","25-34","25-34"
205912282,2100,,,,"25-34","35-44","35-44","35-44"
1625602339,,,,5430,"16-24","25-34","25-34","35-44"
-20976991,,6970,,,"25-34","25-34","25-34","35-44"
-1825961468,4893,,,,"25-34","25-34","35-44","35-44"
-2084580469,5493,,,3020,"16-24","25-34","25-34","35-44"
1221975440,,6697,,,"0-15","16-24","16-24","25-34"
1006711999,,9300,,,"16-24","25-34","25-34","35-44"
1720143506,4034,,,,"35-44","35-44","45-54","45-54"
642276970,213,,,,"25-34","25-34","35-44","35-44"
1936417447,1138,,,,"25-34","35-44","35-44","35-44"
-1350559433,,,11571,,"0-15","16-24","16-24","25-34"
-35226443,,8754,,,"16-24","16-24","25-34","25-34"
1636062322,864,1201,,1201,"45-54","45-54","55-64","55-64"
1398070825,,4723,,,"16-24","25-34","25-34","25-34"
939532570,,4757,,4757,"16-24","25-34","25-34","25-34"
-877660641,3932,2390,,2390,"25-34","25-34","35-44","35-44"
-836601197,,,,3986,"16-24","16-24","25-34","25-34"
-1593785999,,8495,,,"0-15","16-24","16-24","25-34"
-1222717925,1747,,,,"25-34","25-34","35-44","35-44"
-1544110674,4,,,,"35-44","35-44","45-54","45-54"
-1546944181,,7501,,,"45-54","45-54","55-64","55-64"
1396148252,,8427,,,"25-34","25-34","35-44","35-44"
-1617265699,,,,6038,"16-24","16-24","25-34","25-34"
1169481210,,8788,,,"0-15","16-24","16-24","25-34"
-462204976,29,6635,,,"55-64","55-64","65-74","65-74"
-1982322606,1416,,,,"25-34","25-34","35-44","35-44"
-1121795397,6374,,,3367,"25-34","35-44","35-44","35-44"
-1860306359,1317,,,,"25-34","25-34","35-44","35-44"
-1664637075,,9341,,,"0-15","16-24","25-34","25-34"
-1972710481,,,,4594,"35-44","35-44","45-54","45-54"
418389065,5798,,,,"25-34","25-34","35-44","35-44"
-94468295,,6632,,,"35-44","35-44","45-54","45-54"
427170742,570,,,1135,"35-44","45-54","45-54","45-54"
-1263665104,,9235,,,"0-15","16-24","16-24","25-34"
-1818693944,6467,,,,"25-34","25-34","35-44","35-44"
-794139044,,,,5390,"16-24","25-34","25-34","35-44"
-549099097,,,,4723,"16-24","25-34","25-34","25-34"
128116300,,7827,,,"35-44","45-54","45-54","55-64"
660400156,4231,,,,"25-34","25-34","35-44","35-44"
-104475577,4280,,,,"25-34","25-34","35-44","35-44"
-1345370871,3654,,,,"25-34","25-34","35-44","35-44"
1499452551,,,,3593,"25-34","25-34","35-44","35-44"
-197965664,5433,2981,2981,2981,"45-54","55-64","55-64","55-64"
653220361,,8805,,,"35-44","45-54","45-54","45-54"
1867901641,,5867,,,"16-24","25-34","25-34","25-34"
295244705,4968,,,,"35-44","35-44","45-54","45-54"
-1847371024,,7675,,,"16-24","16-24","25-34","25-34"
433861994,,8775,8775,,"16-24","25-34","25-34","35-44"
-1841466817,,,15236,,"25-34","25-34","25-34","35-44"
1395280552,1165,,,,"35-44","35-44","45-54","45-54"
-923479557,,7895,,,"16-24","16-24","25-34","25-34"
-432347214,,,10223,,"0-15","16-24","16-24","25-34"
338177078,1501,,,,"25-34","35-44","35-44","35-44"
1658042169,5859,,,,"35-44","35-44","45-54","45-54"
753160068,,6667,,,"16-24","16-24","25-34","25-34"
1192274013,6406,7241,,,"25-34","25-34","35-44","35-44"
1488982740,,,16471,,"0-15","16-24","25-34","25-34"
-163217439,3525,,,2199,"25-34","25-34","35-44","35-44"
1424743242,,,,3502,"16-24","25-34","25-34","35-44"
154004137,5612,,,,"25-34","25-34","25-34","35-44"
-1881200212,4318,,,,"35-44","35-44","45-54","45-54"
1825167736,,,,3567,"16-24","25-34","25-34","35-44"
-711297880,2737,,,,"55-64","65-74","65-74","75-84"
-2096427610,,4429,,4429,"16-24","25-34","25-34","35-44"
-774171355,,3422,,,"25-34","25-34","35-44","35-44"
-1746281615,698,,,,"25-34","25-34","35-44","35-44"
1717398450,4086,2440,,2440,"16-24","25-34","25-34","35-44"
1824998611,,9636,,,"16-24","25-34","25-34","25-34"
1463004865,799,,,,"55-64","55-64","65-74","65-74"
-1794344147,,9429,,,"0-15","16-24","16-24","25-34"
-2034267707,,8573,,,"16-24","16-24","25-34","25-34"
2108634438,,8599,,,"25-34","35-44","35-44","35-44"
60065314,,,,5285,"16-24","25-34","25-34","25-34"
-52805102,2370,,,,"35-44","45-54","45-54","55-64"
1117423578,6023,,,,"35-44","35-44","45-54","45-54"
857803412,5719,,,,"35-44","45-54","45-54","45-54"
-697949130,4394,,,,"25-34","25-34","35-44","35-44"
-1105917640,,8392,,,"25-34","25-34","35-44","35-44"
630627991,5237,4098,,4098,"45-54","45-54","55-64","55-64"
-1277199996,,,12590,,"0-15","16-24","16-24","25-34"
-811780935,,7803,7803,,"16-24","25-34","25-34","35-44"
-542948194,6178,,,3318,"45-54","45-54","55-64","55-64"
1183763110,4597,2703,,2703,"35-44","35-44","45-54","45-54"
-83021133,,8774,,,"35-44","35-44","45-54","45-54"
384900321,253,,,,"35-44","35-44","45-54","45-54"
-1672973674,,,,3660,"16-24","25-34","25-34","25-34"
1760866998,,5855,5855,5855,"16-24","25-34","25-34","35-44"
-592615544,4902,,,,"25-34","25-34","35-44","35-44"
105074073,,7530,7530,,"16-24","25-34","25-34","35-44"
658176393,,7989,7989,,"16-24","25-34","25-34","35-44"
222918052,1327,,,,"55-64","65-74","65-74","75-84"
-1181895666,,7706,,,"16-24","25-34","25-34","35-44"
122845708,,6022,,6022,"16-24","25-34","25-34","35-44"
-726405438,1537,,,,"55-64","65-74","65-74","75-84"
-731258684,,8685,8685,,"0-15","16-24","16-24","25-34"
-1267733955,,,,656,"35-44","35-44","45-54","45-54"
-787249846,,,,5369,"45-54","55-64","55-64","55-64"
-68799498,,4777,,,"35-44","45-54","45-54","55-64"
-1830571278,,8476,,,"25-34","25-34","35-44","35-44"
-816998924,,7345,,,"25-34","25-34","35-44","35-44"
-227619679,,4563,,4563,"35-44","35-44","45-54","45-54"
1838290408,2078,,,,"35-44","45-54","45-54","45-54"
2004305335,6343,,,,"25-34","25-34","35-44","35-44"
-505071942,547,,,,"45-54","45-54","55-64","55-64"
-328935456,,9310,,,"16-24","16-24","25-34","25-34"
1180495203,1299,,,,"35-44","35-44","35-44","45-54"
-623314683,,8581,,,"16-24","25-34","25-34","35-44"
210222552,5598,,,,"25-34","35-44","35-44","45-54"
378679534,5357,,,,"25-34","25-34","25-34","35-44"
-1194005099,,,,4485,"45-54","45-54","55-64","55-64"
489477842,5726,,,4692,"35-44","35-44","45-54","45-54"
930186531,,,,3842,"16-24","25-34","25-34","25-34"
600242632,,5468,,5468,"16-24","25-34","25-34","25-34"
265117418,,,11519,,"0-15","0-15","16-24","16-24"
138342562,,,12647,,"25-34","25-34","35-44","35-44"
2072559470,,6840,,,"35-44","45-54","45-54","55-64"
-638835072,1748,,,,"25-34","25-34","35-44","35-44"
-478089859,2287,,,,"25-34","25-34","35-44","35-44"
-346713847,1761,,,,"45-54","45-54","55-64","55-64"
402462512,4334,5902,,2583,"35-44","45-54","45-54","45-54"
128927251,,,13051,,"45-54","45-54","55-64","55-64"
-1575516010,5481,3015,3015,3015,"45-54","45-54","45-54","55-64"
-118659532,5026,,,,"45-54","45-54","55-64","55-64"
-1470058848,98,,,3655,"25-34","35-44","35-44","45-54"
1903786643,332,,,,"45-54","45-54","55-64","55-64"
1264865662,545,,,,"35-44","35-44","45-54","45-54"
-999122061,6418,,,,"35-44","35-44","45-54","45-54"
-932025839,328,,,1038,"35-44","45-54","45-54","45-54"
-1833806279,1733,,,,"45-54","45-54","55-64","55-64"
-1346216155,,,,4952,"16-24","16-24","25-34","25-34"
1331242615,,7772,,,"45-54","45-54","55-64","55-64"
1962190224,5856,,,,"16-24","25-34","25-34","25-34"
-649549225,,7511,,,"16-24","25-34","25-34","25-34"
-1926331036,,7728,7728,,"25-34","35-44","35-44","45-54"
-220495490,3579,,,,"35-44","35-44","45-54","45-54"
968350538,4886,,,,"25-34","35-44","35-44","45-54"
1876667187,,8670,,,"25-34","35-44","35-44","45-54"
1498442931,5880,,,,"25-34","25-34","35-44","35-44"
-1039504769,3900,,,,"25-34","25-34","35-44","35-44"
-1735154253,,,,5928,"16-24","25-34","25-34","25-34"
1796738025,,9172,10389,,"16-24","16-24","25-34","25-34"
790135396,3556,,,,"25-34","25-34","35-44","35-44"
-1610821879,4317,,,,"45-54","45-54","55-64","55-64"
-431529211,,6873,,,"16-24","25-34","25-34","35-44"
1849743736,279,,,,"55-64","65-74","65-74","75-84"
-847848739,5588,,,,"25-34","35-44","35-44","45-54"
129901866,,,12960,,"25-34","25-34","35-44","35-44"
-702126813,,3540,3540,3540,"25-34","35-44","35-44","45-54"
-84519927,,,,3793,"16-24","16-24","25-34","25-34"
-1422383517,4401,2618,2618,2618,"45-54","55-64","55-64","65-74"
1321108978,,,,6499,"25-34","35-44","35-44","45-54"
1543331009,,7557,,,"25-34","25-34","35-44","35-44"
-1992361609,,,,6409,"35-44","45-54","45-54","55-64"
1379438943,,,,4129,"45-54","45-54","55-64","55-64"
1134481351,4009,3911,,3911,"65-74","75-84","75-84","85+"
1397135875,,5775,,,"25-34","35-44","35-44","35-44"
1850795063,,,,2521,"45-54","45-54","55-64","55-64"
-183185932,,,4117,,"45-54","45-54","45-54","55-64"
-1838869459,4510,,,,"25-34","35-44","35-44","45-54"
-68696126,,,,158,"35-44","45-54","45-54","55-64"
-815561512,2216,4705,,4705,"55-64","65-74","65-74","65-74"
362314288,,9317,,,"16-24","16-24","25-34","25-34"
108406226,,,11498,,"25-34","25-34","35-44","35-44"
-821518348,2306,1737,1737,,"35-44","35-44","45-54","45-54"
2146365434,,,16415,,"35-44","35-44","45-54","45-54"
1671377373,,,,3480,"16-24","25-34","25-34","35-44"
1531019577,,,,4538,"35-44","35-44","45-54","45-54"
-368116436,707,,,,"25-34","35-44","35-44","45-54"
1392833180,1200,,,,"35-44","45-54","45-54","45-54"
613293793,,7560,,,"0-15","16-24","16-24","25-34"
-1660241616,,,,4605,"16-24","25-34","25-34","25-34"
-1343395812,3490,,,,"25-34","25-34","25-34","35-44"
1775135078,4024,,,,"25-34","35-44","35-44","35-44"
-290700627,,,11572,,"25-34","25-34","35-44","35-44"
1492560139,6352,,,,"25-34","35-44","35-44","35-44"
-775473752,,,,5307,"16-24","25-34","25-34","25-34"
-302868894,6427,,,3399,"16-24","25-34","25-34","35-44"
388852004,4128,,,,"25-34","25-34","25-34","35-44"
-1456746205,2658,,,,"25-34","25-34","35-44","35-44"
-1409142715,662,1171,1171,1171,"55-64","55-64","65-74","65-74"
1396277651,,,,4832,"45-54","45-54","55-64","55-64"
